,user_name,screen_name,statuses_count,followers_count,friends_count,favourites_count,listed_count,location,default_profile,profile_image_url,profile_background_image_url_https,profile_background_image_url,utc_offset,description,label
2988,Deiyne,Dindynn,31443,635,398,15312,0,sunflower fields foreva,FALSE,http://pbs.twimg.com/profile_images/851278828034863104/gda4S6Jm_normal.jpg,https://pbs.twimg.com/profile_background_images/378800000141010063/t1xkgXvT.jpeg,http://pbs.twimg.com/profile_background_images/378800000141010063/t1xkgXvT.jpeg,28800,ð»fuegoðâ®,genuine
2999,Don Pessin,Don_Reuters,9368,1794,2567,1021,155,"Washington, D.C.",FALSE,http://pbs.twimg.com/profile_images/1003310014/Twitter_Pic_normal.JPG,https://abs.twimg.com/images/themes/theme14/bg.gif,http://abs.twimg.com/images/themes/theme14/bg.gif,-14400,"Reuters Video News producer based out of Washington, D.C..",genuine
3001,CommaDont'e,DottieLuchiano,12304,300,15,61,1,some where walking with god ,FALSE,http://pbs.twimg.com/profile_images/427299666708144128/O661NDGy_normal.jpeg,https://pbs.twimg.com/profile_background_images/853906350/986e20e6d0aacba6801df60e5e674360.jpeg,http://pbs.twimg.com/profile_background_images/853906350/986e20e6d0aacba6801df60e5e674360.jpeg,-18000,"YAHWEH I LOVE THE HOLY SPIRIT IAM motivates me â 1 Samuel 18:14 âº In everything he did he had great success, because the LORD was with him.(TRINITYS PROPERTY!)",genuine
3005,DraQu,DraQu_,1596,877,381,1615,12,Finland,FALSE,http://pbs.twimg.com/profile_images/815136328966959104/an99ECD2_normal.jpg,https://pbs.twimg.com/profile_background_images/497713906874208256/UCHWz4Wh.png,http://pbs.twimg.com/profile_background_images/497713906874208256/UCHWz4Wh.png,10800,I speedrun FPS games on Twitch & drink coffee | CONTACT: draqu.twitch@gmail.com,genuine
3006,DragonAltair,Dragon_Altair,5315,112,245,770,2,In a honky town down in Mexico,FALSE,http://pbs.twimg.com/profile_images/832585346432978945/PVM7nFSC_normal.jpg,https://pbs.twimg.com/profile_background_images/551060225/Pac-Man-NXT1.jpg,http://pbs.twimg.com/profile_background_images/551060225/Pac-Man-NXT1.jpg,-18000,"cats, purple stuff, cats, food, cats, geopolitics, history, cats, magic realism, surrealism, impressionism, romanticism, cats, DIMITRY! cats, MEXICO, RUSSIA!!!",genuine
3013,maha mohamed,Drmaha_mohamed,27767,1202,774,4020,10,Egypt,FALSE,http://pbs.twimg.com/profile_images/723857314990698496/lDrqokdB_normal.jpg,https://pbs.twimg.com/profile_background_images/378800000161248132/9TmWZBbV.jpeg,http://pbs.twimg.com/profile_background_images/378800000161248132/9TmWZBbV.jpeg,7200,"I Will Give You A Show,Like You Have Never;Ever .. Seen Before Why! Because I can!   WWE DX MRAVIP TotallyHBK",genuine
3014,DrMrd,DrsMrd,579,54,61,40,5,"Madrid, Madrid",FALSE,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/images/themes/theme1/bg.png,http://abs.twimg.com/images/themes/theme1/bg.png,7200,"Geeky girl in a technological world, but still a great people person. Love life and people. IÂ´m an, avid athlete, event coordinator and Beyond",genuine
3015,Al misses 5sos,DrumminAshton,29574,917,477,5203,4,WWA 9/16/14 SLFL 9/10/16,FALSE,http://pbs.twimg.com/profile_images/758880806680997889/OHI_DDWG_normal.jpg,https://pbs.twimg.com/profile_background_images/695489203/03b8d651ecd3de30705f03ddefba4489.jpeg,http://pbs.twimg.com/profile_background_images/695489203/03b8d651ecd3de30705f03ddefba4489.jpeg,-25200,potato potato Ching Chong tomato,genuine
3018,DKerts,DKirstin_,13257,1302,590,12603,5,"Cebu, Ph",FALSE,http://pbs.twimg.com/profile_images/850962488644345856/uo7Lu32a_normal.jpg,https://pbs.twimg.com/profile_background_images/707552885001707520/0O_haGoM.jpg,http://pbs.twimg.com/profile_background_images/707552885001707520/0O_haGoM.jpg,28800,"note to self: BE CONFIDENT ð
Insta:@DanielleKirstin ||
Snap:@Queendkirstin",genuine
3019,Dusky Whateva,DuskyWhateva,29635,186,149,430,39,//SFV //818 //VALLEY LIFE,FALSE,http://pbs.twimg.com/profile_images/575055163779493888/HGAUEjwg_normal.jpeg,https://pbs.twimg.com/profile_background_images/401349026/calcium_carbonate_crystals.jpg,http://pbs.twimg.com/profile_background_images/401349026/calcium_carbonate_crystals.jpg,-25200,"Person, Place or Thing?",genuine
3021,Elaine Catloth,ECatloth,9389,1920,2429,7749,44,Dallas,FALSE,http://pbs.twimg.com/profile_images/785234561684779008/7xdWVVB5_normal.jpg,https://pbs.twimg.com/profile_background_images/448847716580200448/y0PqD7iR.jpeg,http://pbs.twimg.com/profile_background_images/448847716580200448/y0PqD7iR.jpeg,-18000,Fox4News Supervising Producer. My posts are professional and personal. RTs and â¤ï¸ are my personal interests and not KDFW,genuine
3025,Alex Gallardo,ELMANKO,20019,643,1282,389,35,127.0.0.1,FALSE,http://pbs.twimg.com/profile_images/378800000813687020/15dc00d65d29d3d37ff3961affb56bfb_normal.png,https://abs.twimg.com/images/themes/theme9/bg.gif,http://abs.twimg.com/images/themes/theme9/bg.gif,-18000,"Business in the front, party in the back. Managing databases better than my life.  EspaÃ±ol/English


Tweets are mine and interpretation is yours.",genuine
3028,Ethan Marshall,E_Marshall44,22036,789,163,2014,1,"Caruthersville, MO.",FALSE,http://pbs.twimg.com/profile_images/835563081564553219/nrYjvJZq_normal.jpg,https://abs.twimg.com/images/themes/theme1/bg.png,http://abs.twimg.com/images/themes/theme1/bg.png,-18000,Living like Larry,genuine
3033,Efi,EfiLmtz,918,108,298,545,0,Greece (crete),TRUE,http://pbs.twimg.com/profile_images/664920181995642881/zGNL9l8I_normal.jpg,https://abs.twimg.com/images/themes/theme1/bg.png,http://abs.twimg.com/images/themes/theme1/bg.png,-25200,"Proud Directioner
I love cars â¤ 
I love England!
Blue and black are my fav colours :)",genuine
3035,Ehtesham Hussain.,Ehtesham300,18042,791,828,22603,60,Islamabad.Peshawar.Jeddah,FALSE,http://pbs.twimg.com/profile_images/845767011590459393/WquLH8tZ_normal.jpg,https://pbs.twimg.com/profile_background_images/378800000179693694/rGCKZyNk.jpeg,http://pbs.twimg.com/profile_background_images/378800000179693694/rGCKZyNk.jpeg,18000,26. Digital-Media Junkie. Humanity above all.,genuine
3040,Elias Cruz,EliasTheFinest,5433,478,66,11118,0,Stay Motivated :),FALSE,http://pbs.twimg.com/profile_images/837190167114833920/eTa46J3d_normal.jpg,https://pbs.twimg.com/profile_background_images/573357896576065537/0bah0hDC.jpeg,http://pbs.twimg.com/profile_background_images/573357896576065537/0bah0hDC.jpeg,-25200,Just Chilling,genuine
3043,Emery Lamb,EmeryHoodoo,2352,135,898,1376,3,"Helper, Utah, USA, Earth",FALSE,http://pbs.twimg.com/profile_images/827105028984885248/K2BN1hkA_normal.jpg,https://pbs.twimg.com/profile_background_images/737074609/a0381bfde3e0c293a359898beb0a1103.jpeg,http://pbs.twimg.com/profile_background_images/737074609/a0381bfde3e0c293a359898beb0a1103.jpeg,-21600,No one can resist a leg o' lamb,genuine
3045,Em,emilyann_flint,9852,387,464,29656,2,FairfieldâAthens,FALSE,http://pbs.twimg.com/profile_images/836634333813346305/90h_g8Is_normal.jpg,https://abs.twimg.com/images/themes/theme13/bg.gif,http://abs.twimg.com/images/themes/theme13/bg.gif,-14400,Bobcat '18 | ÎÎ¦Î© | quÃ© serÃ¡ serÃ¡,genuine
3047,Má¦rwá¦â,EngMarwaR,8314,400,398,720,2,"Egypt,,,or,,, May be Kuwait",FALSE,http://pbs.twimg.com/profile_images/656191880267485184/PBheeLz8_normal.jpg,https://abs.twimg.com/images/themes/theme7/bg.gif,http://abs.twimg.com/images/themes/theme7/bg.gif,7200,I hate Twitter for the too much insulting here ...... ÙØ§Ø±Ø¨ Ø§Ø®ÙØµ ÙØªØ§Ø¨Ø© Ø¨ÙÙ,genuine
3049,EJ Aquino,EngineerAquino,19271,409,739,4675,3,"Ermita, Manila",FALSE,http://pbs.twimg.com/profile_images/711757326743547904/oat8_qd9_normal.jpg,https://pbs.twimg.com/profile_background_images/725451060/6708f9c5a5b5a29e8f2c03902effa546.jpeg,http://pbs.twimg.com/profile_background_images/725451060/6708f9c5a5b5a29e8f2c03902effa546.jpeg,28800,Mapuan Engineer.,genuine
3050,Ø£Ø­ÙØ¯,AhmadMurkaz,445,619,610,996,5,"33Â° N, 73Â° E",TRUE,http://pbs.twimg.com/profile_images/843887313855889408/90zb7wlU_normal.jpg,https://abs.twimg.com/images/themes/theme1/bg.png,http://abs.twimg.com/images/themes/theme1/bg.png,18000,"Researcher @COMSATSOfficial,  Technical Writer @StoneFlyInc. IT & Communication Technologies #5G, #IoT, #Cloud, #Bigdata, etc.",genuine
3054,Kayode Q,Epic_Doubles,41839,110,254,100,10,By the doubles stand......,FALSE,http://pbs.twimg.com/profile_images/681523147590389761/ZtpVyoJw_normal.jpg,https://pbs.twimg.com/profile_background_images/378800000079506279/38bdf2eef1d7b93798e22abe40bfb854.jpeg,http://pbs.twimg.com/profile_background_images/378800000079506279/38bdf2eef1d7b93798e22abe40bfb854.jpeg,-10800,"ð¹ð¹ Architect (M. Arch.) and Freelance Photographer working in the Caribbean....Oh, i'm also a massive tech junkie. #android",genuine
3056,Erum Khan.,Erum00112,2207,485,266,4810,2,"Islamabad, Pakistan",TRUE,http://pbs.twimg.com/profile_images/827816872129204224/DonYQZnY_normal.jpg,https://abs.twimg.com/images/themes/theme1/bg.png,http://abs.twimg.com/images/themes/theme1/bg.png,18000,Cultural Ambassador at US department of State. Emporia State University. King Edward Medical university. Allhumdulilah â¤,genuine
3057,EscarolePatrol,EscarolePatrol,19766,487,537,3615,15,Prague // Taipei // Maine,FALSE,http://pbs.twimg.com/profile_images/631880136791494656/lbSaJoNe_normal.jpg,https://pbs.twimg.com/profile_background_images/610540651/l0gf5pgz0kp3xdj1inq9.jpeg,http://pbs.twimg.com/profile_background_images/610540651/l0gf5pgz0kp3xdj1inq9.jpeg,-18000,"Taiwan
Bro: .5 @LAZERDISK: @chadispres 
Twin: @ahannnaha.",genuine
3058,Esperanza Moses,Espee2010,6572,219,457,2064,2,america,FALSE,http://pbs.twimg.com/profile_images/606331731830931456/9cDIaT3X_normal.jpg,https://abs.twimg.com/images/themes/theme12/bg.gif,http://abs.twimg.com/images/themes/theme12/bg.gif,-21600,"happily married. obssesed with sunflowers my whole wedding had to have sunflowers, somewhere. texas born & raised. church focused, and christ centered.",genuine
3060,Evan,EvanKukalis,15992,320,121,10984,1,"Michigan, USA",TRUE,http://pbs.twimg.com/profile_images/743243566286278656/poUaFZ2g_normal.jpg,https://abs.twimg.com/images/themes/theme1/bg.png,http://abs.twimg.com/images/themes/theme1/bg.png,-10800,Forgivness is the ultimate sacrifice. Eloquence belongs to the conqueror.,genuine
3062,Jay,FCJayBird,27436,646,927,17895,25,"San Antonio, TX",FALSE,http://pbs.twimg.com/profile_images/840448042880888832/jNSbfWAf_normal.jpg,https://pbs.twimg.com/profile_background_images/788928663/3a7bc503c67223b7ac13c54572c8b05d.jpeg,http://pbs.twimg.com/profile_background_images/788928663/3a7bc503c67223b7ac13c54572c8b05d.jpeg,-18000,"Member of @DallasGuardians. Celtic, Swans, FCD, USMNT. StL Cards fan. I don't take the shits, I just disturb them.",genuine
3064,Queen Of Manip.,FabBaconBoo,21172,1668,689,767,2,  shit hole,FALSE,http://pbs.twimg.com/profile_images/587198657084071936/NN7GujgF_normal.jpg,https://pbs.twimg.com/profile_background_images/867380088/50fea49f9ceb602f479e3c2e5e489ce4.jpeg,http://pbs.twimg.com/profile_background_images/867380088/50fea49f9ceb602f479e3c2e5e489ce4.jpeg,-25200,making manips with 1D or 5sos.,genuine
3068,Faizaan Ahab,FaizaanAhab,3709,548,110,66,5,"Islamabad, Pakistan",FALSE,http://pbs.twimg.com/profile_images/378800000773401079/8a8280a081e058c66dda21d256566014_normal.jpeg,https://pbs.twimg.com/profile_background_images/743434853/34f18faf7673119889e9bba6e0f3c59d.jpeg,http://pbs.twimg.com/profile_background_images/743434853/34f18faf7673119889e9bba6e0f3c59d.jpeg,18000,Choreographer. Actor. Architect. Painter. Story Teller. Surrealist... And I'm dating Cinderella!,genuine
3072,Fast Planet,FastPlanetBand,2060,302,469,672,4,Memphis,FALSE,http://pbs.twimg.com/profile_images/562378342851436544/HMlADwj2_normal.jpeg,https://pbs.twimg.com/profile_background_images/537699022283079680/ZXfDqmgM.png,http://pbs.twimg.com/profile_background_images/537699022283079680/ZXfDqmgM.png,-18000,Fast Planet is Brandon Herrington & Wil Deshazo | Tweets by Brandon.,genuine
3075,Jake From State Farm,FelipePineda_,39496,1551,1707,27236,13,"Irving, TX",FALSE,http://pbs.twimg.com/profile_images/835569486430339072/Du80_76V_normal.jpg,https://pbs.twimg.com/profile_background_images/378800000160484382/46MPU6L6.jpeg,http://pbs.twimg.com/profile_background_images/378800000160484382/46MPU6L6.jpeg,-14400,"mess with savannah, mess with me. â¢ class of '17 â¢ Finesse Kid",genuine
3076,Fernando G. Guerrero,FernanSQL,14575,1840,1578,2597,194,"Albatera, Alicante, Spain",FALSE,http://pbs.twimg.com/profile_images/813347226701430784/s_U3l27w_normal.jpg,https://pbs.twimg.com/profile_background_images/378800000045845199/0e3c3acf46f5d396e6241dab6e9c5f57.jpeg,http://pbs.twimg.com/profile_background_images/378800000045845199/0e3c3acf46f5d396e6241dab6e9c5f57.jpeg,7200,"President of https://t.co/3lrZ79heei, crazy about technology, NBA, movies and music of all kinds. Tom Peters' fan since 1986",genuine
3079,Fionn Jordan,FionnJordan,55,114,44,7,1,"Tainan City, Taiwan",FALSE,http://pbs.twimg.com/profile_images/532287224839012352/6qM43HPc_normal.jpeg,https://pbs.twimg.com/profile_background_images/525269781889298433/pPFr2YF9.jpeg,http://pbs.twimg.com/profile_background_images/525269781889298433/pPFr2YF9.jpeg,3600,Freelance illustrator and 12th generation inheritor of the unbeaten Sacred Golden Toad Style.,genuine
3081,R_ flaris shanty,Flarisable,17906,834,628,195,4,"Bali, Indonesia",FALSE,http://pbs.twimg.com/profile_images/844618900306182144/WsF5p5rw_normal.jpg,https://pbs.twimg.com/profile_background_images/378800000018449651/25dd3bea5e8c2122366bd423d7c7d95b.jpeg,http://pbs.twimg.com/profile_background_images/378800000018449651/25dd3bea5e8c2122366bd423d7c7d95b.jpeg,-36000,Alive Blessed Grateful,genuine
3083,Fouzia Snowber Khan,Fozu18,3053,779,241,2312,5,Amphoe Srinagarindra,TRUE,http://pbs.twimg.com/profile_images/844804491975180289/uxcNwoiX_normal.jpg,https://abs.twimg.com/images/themes/theme1/bg.png,http://abs.twimg.com/images/themes/theme1/bg.png,19800,"Confused soul , longing for freedom!!!",genuine
3085,Frank Duarte,FrankDuarteMus,1317,629,471,224,17,"Indianapolis, IN",FALSE,http://pbs.twimg.com/profile_images/746132470303588352/O3Gdgbs5_normal.jpg,https://pbs.twimg.com/profile_background_images/744648277/7037518d853eecfcf8371e24d2d18840.jpeg,http://pbs.twimg.com/profile_background_images/744648277/7037518d853eecfcf8371e24d2d18840.jpeg,-25200,"American composer, conductor and songwriter. Butler University Masters Class of 2018. Scholar, book lover, traveler, linguist and polyglot & food taster! #yum",genuine
3086,FusionRocks,FusionRocks,29753,1980,2574,9867,38,Everywhere,FALSE,http://pbs.twimg.com/profile_images/2830060673/c1eebf491d96f42c9ba20ecca92e2a4a_normal.png,https://pbs.twimg.com/profile_background_images/425705300/AFamily.jpeg,http://pbs.twimg.com/profile_background_images/425705300/AFamily.jpeg,-18000,Oooh La La.  I really don't give a fuck.,genuine
3089,Kamran Khan Mohmand,GKamranKhan,21634,379,319,7205,6,Charsadda/Naya KPK,FALSE,http://pbs.twimg.com/profile_images/810691577450479616/39i-GcEE_normal.jpg,https://pbs.twimg.com/profile_background_images/426342906/kkk.jpg,http://pbs.twimg.com/profile_background_images/426342906/kkk.jpg,18000,"Son of Soil, Anti-racism, Social worker, Loyal Pakistani citizen, #Feminist, #Optimist #Politics, #PTI, #Pakistan. RT â endorsements. Opinion is mine alone",genuine
3091,Gianni,GQgianni,2847,1121,1340,821,105,"San Diego, CA",FALSE,http://pbs.twimg.com/profile_images/613536849378672640/Q96BXqf6_normal.jpg,https://pbs.twimg.com/profile_background_images/378800000095077549/1c9bdec11df9ad8e8e3bfc57e4d3f04c.jpeg,http://pbs.twimg.com/profile_background_images/378800000095077549/1c9bdec11df9ad8e8e3bfc57e4d3f04c.jpeg,-25200,Founder of KLEAR- send/request money with friends & instantly withdraw the cash for FREE at any KLEAR ATM. Test our BETA and get on the waiting list @getKlear,genuine
3092,brat-tatat,GT_ICT,2758,579,613,1694,7,Papua New Guinea,FALSE,http://pbs.twimg.com/profile_images/664580209094471680/baLrf9BA_normal.jpg,https://abs.twimg.com/images/themes/theme7/bg.gif,http://abs.twimg.com/images/themes/theme7/bg.gif,36000,A change is going to come,genuine
3093,Alex Estrada,Gaara823,509,126,388,311,1,MO,FALSE,http://pbs.twimg.com/profile_images/826266444920922113/cBO7nisT_normal.jpg,https://abs.twimg.com/images/themes/theme1/bg.png,http://abs.twimg.com/images/themes/theme1/bg.png,-25200,I'm just another writer with a emoish style,genuine
3097,Leo Litsakis,Gavrosgiapanta,3338,133,274,34,1,Montreal & Xania,TRUE,http://pbs.twimg.com/profile_images/631379777493049344/kGE6tz-X_normal.jpg,https://abs.twimg.com/images/themes/theme1/bg.png,http://abs.twimg.com/images/themes/theme1/bg.png,-14400,#TranceFamily  #ÎÎ¡Î¥ÎÎÎ£  #Olympiakos #KCCO,genuine
3099,Georgia,Georgiak06,12552,267,193,2012,2,Manchester,FALSE,http://pbs.twimg.com/profile_images/824013569129844741/u5Rl6jtQ_normal.jpg,https://pbs.twimg.com/profile_background_images/185521315/tumblr_ldfzbznWda1qcys2uo1_500_large.png,http://pbs.twimg.com/profile_background_images/185521315/tumblr_ldfzbznWda1qcys2uo1_500_large.png,3600,Just constantly pondering over this thing called life,genuine
3101,Danaaaaaae,_ultrolet_,11089,609,832,28566,7,"ValparaÃ­so, Chile",FALSE,http://pbs.twimg.com/profile_images/826683114697191424/czHTXOEj_normal.jpg,https://pbs.twimg.com/profile_background_images/533019524065288192/E3fq9ykF.jpeg,http://pbs.twimg.com/profile_background_images/533019524065288192/E3fq9ykF.jpeg,-10800,JDBM 03/16/2014,genuine
3103,Angela PalominoCroom,GiasCloset,2091,115,168,176,24,CA,FALSE,http://pbs.twimg.com/profile_images/580617517544116224/gCQBoikg_normal.jpg,https://pbs.twimg.com/profile_background_images/372218537/Screen_shot_2011-10-23_at_7.42.52_AM.png,http://pbs.twimg.com/profile_background_images/372218537/Screen_shot_2011-10-23_at_7.42.52_AM.png,-25200,Me. Take it or leave it. I don't sugar coat and I  don't  care if you  don't like  me.,genuine
3104,Paco,GillzReyes,27384,457,314,6616,3,"Louisville, KY",FALSE,http://pbs.twimg.com/profile_images/849819530167820288/r_CJH35h_normal.jpg,https://abs.twimg.com/images/themes/theme14/bg.gif,http://abs.twimg.com/images/themes/theme14/bg.gif,-18000,Roughly equivalent to sliced bread,genuine
3106,gloxina,Gloxina19,12366,87,160,56,11,"Los Angeles, Ca. ",FALSE,http://pbs.twimg.com/profile_images/490538024040554497/SVtHVkPQ_normal.jpeg,https://pbs.twimg.com/profile_background_images/703733733/156f6806762e1e997a6967cee5706a61.jpeg,http://pbs.twimg.com/profile_background_images/703733733/156f6806762e1e997a6967cee5706a61.jpeg,-25200,The original artificial sweetner.,genuine
3111,Mapoy,DracoMapoy,5649,426,1185,1214,4,Nibelheim,FALSE,http://pbs.twimg.com/profile_images/798323684498808832/zrKOxCnG_normal.jpg,https://pbs.twimg.com/profile_background_images/468241924982185984/8sCiNTae.jpeg,http://pbs.twimg.com/profile_background_images/468241924982185984/8sCiNTae.jpeg,-25200,Art Junkie | Agnostic | Bipolar,genuine
3113,Angel,Grande_96,13326,246,189,7747,1,The alola region,FALSE,http://pbs.twimg.com/profile_images/823791699415748608/XLai0gAe_normal.jpg,https://abs.twimg.com/images/themes/theme16/bg.gif,http://abs.twimg.com/images/themes/theme16/bg.gif,-14400,"April may be a month, but shes been mine since 4-15-13â¨",genuine
3116,thatdudechryss,meischryss,1407,179,890,6009,1,Wherever weirdos are accepted,FALSE,http://pbs.twimg.com/profile_images/766844590720585729/fbNTz58w_normal.jpg,https://pbs.twimg.com/profile_background_images/479839423563956225/18LtNhIb.jpeg,http://pbs.twimg.com/profile_background_images/479839423563956225/18LtNhIb.jpeg,28800,Anxiously waiting for the puberty train to hit me ð Oh well. I guess it won't be coming anytime soon.,genuine
3124,Damian,H3LLoo_,20743,488,260,3429,1,"Martin, TN",TRUE,http://pbs.twimg.com/profile_images/777709902898798592/YHun8xsp_normal.jpg,https://abs.twimg.com/images/themes/theme1/bg.png,http://abs.twimg.com/images/themes/theme1/bg.png,-25200,God 1st | UTM | 20 | 8/12/14 |,genuine
3125,Michael Wang,Itslioncitybreh,9974,405,1433,1226,15,"Singapore, San Jose & Houston",FALSE,http://pbs.twimg.com/profile_images/512022094985449472/30x6dL_v_normal.jpeg,https://pbs.twimg.com/profile_background_images/436201828342964224/mL6nbty1.jpeg,http://pbs.twimg.com/profile_background_images/436201828342964224/mL6nbty1.jpeg,-25200,Singaporean Values. American Dreams. God is good all the time. HTX Famous Relationship/Single adviser. SJSU. 01165/86532&206 to 408&713. PAP #newsjunkie.,genuine
3141,Hash,HashemFathalla,9395,416,194,837,1,"Orange, CA",TRUE,http://pbs.twimg.com/profile_images/542990919751176192/88ALp7DT_normal.jpeg,https://abs.twimg.com/images/themes/theme1/bg.png,http://abs.twimg.com/images/themes/theme1/bg.png,7200,Death before Dishonor,genuine
3142,Hayley Hentzen,HayleyHentzen,4834,220,281,2211,10,"Dallas,TX",FALSE,http://pbs.twimg.com/profile_images/471464526429184000/plSLVDkc_normal.png,https://pbs.twimg.com/profile_background_images/378800000115504861/4a8e07a10c77e06be31577077313d5d5.png,http://pbs.twimg.com/profile_background_images/378800000115504861/4a8e07a10c77e06be31577077313d5d5.png,-18000,Striving to live my life one Kate Spade quote at a time while also craving the occasional runner's high.,genuine
3145,Hiba Amjad,HibaAmjad,2457,334,1083,135,10,United States; Pakistan,FALSE,http://pbs.twimg.com/profile_images/759818479310548993/j1zCMxm3_normal.jpg,https://abs.twimg.com/images/themes/theme19/bg.gif,http://abs.twimg.com/images/themes/theme19/bg.gif,3600,Edtech | Small data (and big) | Political consumer | Interested in technology driven change of education outcomes in developing countries. UCL '13. Oxford '16.,genuine
3147,H.P.A.Q,hprisa_,31256,723,356,7371,3,"Sinaloa, MÃ©xico",FALSE,http://pbs.twimg.com/profile_images/849721249496408064/0fiQCu3r_normal.jpg,https://pbs.twimg.com/profile_background_images/378800000005379564/c43f5ee9a8d79c0a3c6c38a76077c0fa.png,http://pbs.twimg.com/profile_background_images/378800000005379564/c43f5ee9a8d79c0a3c6c38a76077c0fa.png,-25200,â¤ï¸â¤ï¸â¤ï¸,genuine
3150,Holley Ford,HolleyNBC5,1974,1020,914,966,36,"Dallas, TX",FALSE,http://pbs.twimg.com/profile_images/1431335454/moi_normal.jpg,https://pbs.twimg.com/profile_background_images/669734509/84a47ecf332a9feacf52f2358b5c24be.jpeg,http://pbs.twimg.com/profile_background_images/669734509/84a47ecf332a9feacf52f2358b5c24be.jpeg,-18000,Journalist | Social Media producer at NBC Dallas | Slightly obsessed w/ dachshunds | Pop culture junkie | Opinions are mine. RTs & links aren't endorsements.,genuine
3155,ReDeem,ReDeem316,6596,351,444,1649,9,"Fairfax, VA - Los Angeles, CA",FALSE,http://pbs.twimg.com/profile_images/751279656305778688/4u5S5JzB_normal.jpg,https://pbs.twimg.com/profile_background_images/812038331/ffae9376a7fc31e4b733760a2be3287c.jpeg,http://pbs.twimg.com/profile_background_images/812038331/ffae9376a7fc31e4b733760a2be3287c.jpeg,-25200,"Jesus loves you bro! A son, husband, & father. Alternative Artist.  Instagram: @ReDeem316 #Natitude #BroncosCountry #VoiceOver #Colorado",genuine
3156,Vincent Liu,IAmVincentLiu,481,46,42,72,0,"Paris, France",FALSE,http://pbs.twimg.com/profile_images/829871122778882048/J_SnltC2_normal.jpg,https://abs.twimg.com/images/themes/theme13/bg.gif,http://abs.twimg.com/images/themes/theme13/bg.gif,7200,Welcome to my little world,genuine
3157,Yaffa Lyulka,IBelizeit,40522,830,848,27002,231,USA,FALSE,http://pbs.twimg.com/profile_images/804317062319472641/_oprlpCB_normal.jpg,https://abs.twimg.com/images/themes/theme5/bg.gif,http://abs.twimg.com/images/themes/theme5/bg.gif,-18000,"Some Tweets about #Belize, my country of birth; a #Caribbean beat in the heart of C.A. ; #love-#Israel, #tea and #books. â¤ï¸",genuine
3159,shaira mel hernandez,IMshai,34983,770,283,1203,21,Asiaâ¥,FALSE,http://pbs.twimg.com/profile_images/667350750238912512/mkXZp9TY_normal.jpg,https://pbs.twimg.com/profile_background_images/284541092/40137_449898906165_643901165_5317871_8217449_n.jpg,http://pbs.twimg.com/profile_background_images/284541092/40137_449898906165_643901165_5317871_8217449_n.jpg,32400,"Destiny isn't a matter of chance,it's a matter of choice. 24/blogger/fashion/foodie/movie/music/otaku/vip å¤§å®¶å¥½ ! æå«æç§ç¾ :)â¥ https://t.co/Tgo7AWNikG",genuine
3162,Mary Vianney Aviso,IamVianAviso,21093,403,179,101,5,Philippines,FALSE,http://pbs.twimg.com/profile_images/837536376702672896/CW2K9t5M_normal.jpg,https://pbs.twimg.com/profile_background_images/654499151422459904/qrgw6Lan.jpg,http://pbs.twimg.com/profile_background_images/654499151422459904/qrgw6Lan.jpg,28800,"Industrial Engineer |Enigmatic| I tweet solely w/ the purpose to express my views, not to impress your ass.I'm just your everyday neighborhood ninja.",genuine
3163,FC,Iam_Peps,1885,169,778,1506,6,"Reno, NV",FALSE,http://pbs.twimg.com/profile_images/378800000103706255/c725cf9c5ed85ab81543e26ef82a5f10_normal.jpeg,https://abs.twimg.com/images/themes/theme2/bg.gif,http://abs.twimg.com/images/themes/theme2/bg.gif,-25200,Semper Fi!,genuine
3168,ãâ¢ toni,fixedgaze,30241,386,40,23178,1,Hogwarts,FALSE,http://pbs.twimg.com/profile_images/847141823466405889/io_ZNagw_normal.jpg,https://abs.twimg.com/images/themes/theme9/bg.gif,http://abs.twimg.com/images/themes/theme9/bg.gif,7200,'We'll meet again                                                              When both our cars collide.',genuine
3171,Mopedi thwii,ImLadyBiso,1702,236,470,213,0,"Johannesburg, South Africa",FALSE,http://pbs.twimg.com/profile_images/797885303671451649/blUbaCsY_normal.jpg,https://pbs.twimg.com/profile_background_images/448193000863051776/Ir6BPx1s.jpeg,http://pbs.twimg.com/profile_background_images/448193000863051776/Ir6BPx1s.jpeg,-25200,Judge for yourself,genuine
3172,Pat Pilcher,Iminwellington,24946,1318,1803,275,27,right there,TRUE,http://pbs.twimg.com/profile_images/428270766682296320/rzfnyLZ9_normal.png,https://abs.twimg.com/images/themes/theme1/bg.png,http://abs.twimg.com/images/themes/theme1/bg.png,36000,"Twit who likes to tweet. Writes about tech and other crazy stuff. Don't be shy say hi! Any views expressed are my own, not my employers etc etc...",genuine
3173,InTheFreshLAð´,InTheFreshLA,32767,1335,1231,1201,129,Los Angeles,FALSE,http://pbs.twimg.com/profile_images/750923884648476672/xFrPwMcD_normal.jpg,https://pbs.twimg.com/profile_background_images/598571148/wcprr16b4cxkr0lhb1fc.jpeg,http://pbs.twimg.com/profile_background_images/598571148/wcprr16b4cxkr0lhb1fc.jpeg,-25200,"#Pizza eating #LA locals talking about Los Angeles! We talk tech, games, art, photography, movies/tv & whatever else interesting. Blog coming soon! Follow us!",genuine
